gene1	gene2	protein1	protein2	experimental	database	textmining	combined_score
SoyZH13_01G001600	SoyZH13_01G001800	3847.I1J4A4	3847.A0A0R4J2H1	0	900	0	900
SoyZH13_01G001900	SoyZH13_01G159900	3847.I1J8W6	3847.I1J4A5	727	573	0	878
SoyZH13_01G001900	SoyZH13_02G003200	3847.I1JB61	3847.I1J4A5	624	540	0	819
SoyZH13_01G001900	SoyZH13_02G128200	3847.I1JEZ1	3847.I1J4A5	727	540	506	932
SoyZH13_01G001900	SoyZH13_02G156100	3847.I1JFV5	3847.I1J4A5	663	540	0	838
SoyZH13_01G001900	SoyZH13_02G224900	3847.I1J4A5	3847.I1JHW9	566	540	0	791
SoyZH13_01G001900	SoyZH13_02G250800	3847.I1J4A5	3847.I1JIP3	751	540	0	880
SoyZH13_01G001900	SoyZH13_03G120700	3847.K7KEV0	3847.I1J4A5	659	540	0	836
SoyZH13_01G001900	SoyZH13_03G168200	3847.I1J4A5	3847.K7KFV5	751	883	535	985
SoyZH13_01G001900	SoyZH13_03G172000	3847.I1J4A5	3847.I1JPX2	727	0	0	727
SoyZH13_01G001900	SoyZH13_03G194400	3847.I1J4A5	3847.K7KGC1	565	540	0	791
SoyZH13_01G001900	SoyZH13_04G090500	3847.K7KJ67	3847.I1J4A5	700	540	0	856
SoyZH13_01G001900	SoyZH13_04G123400	3847.I1J4A5	3847.I1JWH5	574	540	0	795
SoyZH13_01G001900	SoyZH13_04G178300	3847.I1JXQ3	3847.I1J4A5	579	540	0	798
SoyZH13_01G001900	SoyZH13_05G037500	3847.I1K017	3847.I1J4A5	659	540	0	836
SoyZH13_01G001900	SoyZH13_05G045000	3847.I1K096	3847.I1J4A5	576	540	0	796
SoyZH13_01G001900	SoyZH13_05G077900	3847.I1J4A5	3847.I1K1V6	727	0	0	727
SoyZH13_01G001900	SoyZH13_05G112100	3847.I1K2U0	3847.I1J4A5	700	540	0	856
SoyZH13_01G001900	SoyZH13_05G223400	3847.I1K5L7	3847.I1J4A5	512	540	0	765
SoyZH13_01G001900	SoyZH13_06G093500	3847.I1K9T1	3847.I1J4A5	700	540	0	856
SoyZH13_01G001900	SoyZH13_06G157800	3847.I1J4A5	3847.K7KVG4	579	540	0	798
SoyZH13_01G001900	SoyZH13_07G087200	3847.I1KIY3	3847.I1J4A5	512	540	0	765
SoyZH13_01G001900	SoyZH13_07G096700	3847.I1KJ56	3847.I1J4A5	576	540	0	796
SoyZH13_01G001900	SoyZH13_07G100800	3847.I1KJ98	3847.I1J4A5	659	540	0	836
SoyZH13_01G001900	SoyZH13_07G190200	3847.I1J4A5	3847.I1KLS4	658	540	0	835
SoyZH13_01G001900	SoyZH13_07G194200	3847.K7L2Y0	3847.I1J4A5	727	540	506	932
SoyZH13_01G001900	SoyZH13_07G246000	3847.I1KNF0	3847.I1J4A5	749	883	547	985
SoyZH13_01G001900	SoyZH13_08G073300	3847.I1KR80	3847.I1J4A5	700	540	0	856
SoyZH13_01G001900	SoyZH13_08G165400	3847.I1J4A5	3847.I1KU61	618	540	0	816
SoyZH13_01G001900	SoyZH13_08G338400	3847.I1J4A5	3847.I1KZF2	0	900	0	900
SoyZH13_01G001900	SoyZH13_09G022500	3847.I1L0E0	3847.I1J4A5	750	540	0	880
SoyZH13_01G001900	SoyZH13_09G054100	3847.I1J4A5	3847.I1L1B7	270	573	479	823
SoyZH13_01G001900	SoyZH13_09G079000	3847.I1L224	3847.I1J4A5	751	883	544	985
SoyZH13_01G001900	SoyZH13_09G082500	3847.I1J4A5	3847.I1L265	750	0	0	750
SoyZH13_01G001900	SoyZH13_09G111700	3847.I1J4A5	3847.A0A0R0I7J6	566	540	0	791
SoyZH13_01G001900	SoyZH13_09G111800	3847.A0A0R0IDF0	3847.I1J4A5	566	540	0	791
SoyZH13_01G001900	SoyZH13_09G154000	3847.I1L412	3847.I1J4A5	659	540	0	836
SoyZH13_01G001900	SoyZH13_09G164900	3847.I1L4B6	3847.I1J4A5	512	540	0	765
SoyZH13_01G001900	SoyZH13_10G006200	3847.I1J4A5	3847.K7LGR1	624	540	0	819
SoyZH13_01G001900	SoyZH13_10G022500	3847.K7LGZ3	3847.I1J4A5	749	110	0	767
SoyZH13_01G001900	SoyZH13_10G184300	3847.I1LCP5	3847.I1J4A5	727	540	536	936
SoyZH13_01G001900	SoyZH13_10G214700	3847.I1J4A5	3847.C6TBL4	657	540	0	835
SoyZH13_01G001900	SoyZH13_11G066900	3847.I1LHS8	3847.I1J4A5	727	573	0	878
SoyZH13_01G001900	SoyZH13_11G096300	3847.I1J4A5	3847.C6TAF1	567	540	0	792
SoyZH13_01G001900	SoyZH13_11G121400	3847.I1LJM2	3847.I1J4A5	574	540	0	795
SoyZH13_01G001900	SoyZH13_11G175300	3847.I1LLA9	3847.I1J4A5	574	540	0	795
SoyZH13_01G001900	SoyZH13_11G234800	3847.K7LRU2	3847.I1J4A5	579	540	0	798
SoyZH13_01G001900	SoyZH13_12G024001	3847.I1J4A5	3847.I1LPH7	567	540	0	792
SoyZH13_01G001900	SoyZH13_12G037000	3847.I1LQ02	3847.I1J4A5	751	540	0	880
SoyZH13_01G001900	SoyZH13_12G046300	3847.I1J4A5	3847.I1LQB2	574	540	0	795
SoyZH13_01G001900	SoyZH13_12G171500	3847.I1J4A5	3847.I1LU28	638	567	0	836
SoyZH13_01G001900	SoyZH13_13G033300	3847.I1J4A5	3847.C6T2H2	512	540	0	765
SoyZH13_01G001900	SoyZH13_13G149900	3847.K7M084	3847.I1J4A5	564	540	0	790
SoyZH13_01G001900	SoyZH13_13G153100	3847.I1J4A5	3847.K7M097	658	540	0	835
SoyZH13_01G001900	SoyZH13_13G232800	3847.I1M2L4	3847.I1J4A5	750	883	547	985
SoyZH13_01G001900	SoyZH13_13G284100	3847.I1LU28	3847.I1J4A5	638	567	0	836
SoyZH13_01G001900	SoyZH13_14G022400	3847.K7M4K2	3847.I1J4A5	659	540	337	886
SoyZH13_01G001900	SoyZH13_14G040200	3847.I1J4A5	3847.C6TDU3	751	540	0	880
SoyZH13_01G001900	SoyZH13_14G179900	3847.C6SWR8	3847.I1J4A5	564	540	0	790
SoyZH13_01G001900	SoyZH13_14G197900	3847.I1J4A5	3847.I1MBW8	566	540	0	791
SoyZH13_01G001900	SoyZH13_15G057400	3847.I1J4A5	3847.I1ME19	750	883	547	985
SoyZH13_01G001900	SoyZH13_15G124400	3847.A0A368UKK5	3847.I1J4A5	750	0	0	750
SoyZH13_01G001900	SoyZH13_15G124600	3847.A0A368UKK5	3847.I1J4A5	750	0	0	750
SoyZH13_01G001900	SoyZH13_15G156602	3847.I1J4A5	3847.A0A0R0GBK3	270	573	479	823
SoyZH13_01G001900	SoyZH13_15G181600	3847.I1J4A5	3847.K7MCG1	751	883	544	985
SoyZH13_01G001900	SoyZH13_15G234300	3847.I1J4A5	3847.I1MJ53	618	540	0	816
SoyZH13_01G001900	SoyZH13_16G053600	3847.I1J4A5	3847.I1MLJ0	657	540	0	835
SoyZH13_01G001900	SoyZH13_17G012100	3847.I1J4A5	3847.I1MR45	749	883	547	985
SoyZH13_01G001900	SoyZH13_17G084800	3847.A0A0R0FAP5	3847.I1J4A5	659	540	0	836
SoyZH13_01G001900	SoyZH13_17G111200	3847.I1MU97	3847.I1J4A5	564	540	0	790
SoyZH13_01G001900	SoyZH13_17G124000	3847.I1MUN3	3847.I1J4A5	576	540	0	796
SoyZH13_01G001900	SoyZH13_17G223900	3847.I1J4A5	3847.A0A368UJ62	733	0	547	873
SoyZH13_01G001900	SoyZH13_17G224300	3847.I1J4A5	3847.I1MXH1	575	0	498	777
SoyZH13_01G001900	SoyZH13_18G014500	3847.I1J4A5	3847.I1MYQ8	424	540	0	723
SoyZH13_01G001900	SoyZH13_18G069700	3847.I1N067	3847.I1J4A5	570	0	437	747
SoyZH13_01G001900	SoyZH13_18G069800	3847.I1N068	3847.I1J4A5	570	0	437	747
SoyZH13_01G001900	SoyZH13_18G208400	3847.I1J4A5	3847.A0A0R0F3T1	624	540	0	819
SoyZH13_01G001900	SoyZH13_18G224900	3847.I1J4A5	3847.I1N489	750	0	0	750
SoyZH13_01G001900	SoyZH13_19G044500	3847.I1N6T0	3847.I1J4A5	512	540	0	765
SoyZH13_01G001900	SoyZH13_19G067600	3847.I1J4A5	3847.A0A0R0EJ70	579	786	500	951
SoyZH13_01G001900	SoyZH13_19G076100	3847.I1J4A5	3847.K7MXD1	658	540	0	835
SoyZH13_01G001900	SoyZH13_19G198200	3847.A0A0R0F2F5	3847.I1J4A5	565	540	0	791
SoyZH13_01G001900	SoyZH13_20G147900	3847.C6TBL4	3847.I1J4A5	657	540	0	835
SoyZH13_01G001900	SoyZH13_20G175700	3847.I1J4A5	3847.I1NHQ5	727	540	536	936
SoyZH13_01G002400	SoyZH13_03G226100	3847.I1JRN1	3847.I1J4B0	169	466	442	730
SoyZH13_01G002400	SoyZH13_08G280000	3847.I1KXQ2	3847.I1J4B0	148	466	443	724
SoyZH13_01G002400	SoyZH13_08G327400	3847.I1J4B0	3847.I1KZ28	258	466	458	766
SoyZH13_01G002400	SoyZH13_09G110800	3847.I1L2W3	3847.I1J4B0	170	551	497	796
SoyZH13_01G002400	SoyZH13_18G113200	3847.C6TKB8	3847.I1J4B0	148	466	443	724
SoyZH13_01G002400	SoyZH13_19G230300	3847.I1J4B0	3847.I1NC98	169	466	442	730
SoyZH13_01G002700	SoyZH13_02G173900	3847.K7K9F9	3847.C6TCD8	0	900	0	900
SoyZH13_01G002700	SoyZH13_03G116200	3847.C6TCD8	3847.I1JN82	0	900	0	900
SoyZH13_01G002700	SoyZH13_07G121800	3847.C6T165	3847.C6TCD8	0	900	0	900
SoyZH13_01G002700	SoyZH13_08G027500	3847.C6TCD8	3847.C6TN49	0	900	0	900
SoyZH13_01G002700	SoyZH13_10G097900	3847.C6TCD8	3847.K7LIJ4	0	900	0	900
SoyZH13_01G002700	SoyZH13_19G117800	3847.C6TCD8	3847.I1N8V2	0	900	0	900
SoyZH13_01G002900	SoyZH13_02G254800	3847.C6THB5	3847.I1J4B5	0	900	0	900
SoyZH13_01G002900	SoyZH13_04G220600	3847.I1J4B5	3847.I1JZ10	0	900	0	900
SoyZH13_01G002900	SoyZH13_05G208200	3847.I1K642	3847.I1J4B5	0	900	0	900
SoyZH13_01G002900	SoyZH13_06G113500	3847.I1KAF3	3847.I1J4B5	0	900	0	900
SoyZH13_01G002900	SoyZH13_06G203000	3847.I1KDB2	3847.I1J4B5	0	900	0	900
SoyZH13_01G002900	SoyZH13_09G101100	3847.I1J4B5	3847.K7LD64	0	900	0	900
SoyZH13_01G002900	SoyZH13_10G264000	3847.I1LF92	3847.I1J4B5	0	900	0	900
SoyZH13_01G002900	SoyZH13_11G210200	3847.I1J4B5	3847.I1LM73	0	900	0	900
SoyZH13_01G002900	SoyZH13_14G193400	3847.I1J4B5	3847.I1MBR7	0	900	0	900
SoyZH13_01G002900	SoyZH13_16G136700	3847.I1J4B5	3847.I1MNU2	0	900	0	900
SoyZH13_01G002900	SoyZH13_17G112400	3847.I1MUA9	3847.I1J4B5	0	900	0	900
SoyZH13_01G002900	SoyZH13_17G144800	3847.I1J4B5	3847.A0A0R0FME9	0	900	0	900
SoyZH13_01G002900	SoyZH13_19G133700	3847.I1J4B5	3847.I1N989	0	900	0	900
SoyZH13_01G002900	SoyZH13_20G068802	3847.C6TC28	3847.I1J4B5	0	900	0	900
SoyZH13_01G003500	SoyZH13_07G120800	3847.K7L1E6	3847.K7K127	0	900	0	900
SoyZH13_01G004700	SoyZH13_02G232700	3847.C6SVR2	3847.C6SXI3	455	428	186	724
SoyZH13_01G004700	SoyZH13_04G059900	3847.I1JU90	3847.C6SVR2	567	517	0	781
SoyZH13_01G004700	SoyZH13_05G121400	3847.C6TBI4	3847.C6SVR2	455	428	186	724
SoyZH13_01G004700	SoyZH13_05G133200	3847.C6SVR2	3847.C6SWA8	455	409	209	722
SoyZH13_01G004700	SoyZH13_07G225800	3847.C6SVR2	3847.I1MRP4	567	522	0	784
SoyZH13_01G004700	SoyZH13_08G072100	3847.C6SVR2	3847.I1K2S3	663	500	0	824
SoyZH13_01G004700	SoyZH13_08G082500	3847.C6SVR2	3847.C6SXC3	455	428	186	724
SoyZH13_01G004700	SoyZH13_08G094400	3847.C6SVR2	3847.C6SWA8	455	409	209	722
SoyZH13_01G004700	SoyZH13_08G173100	3847.C6SVR2	3847.I1K2S3	663	500	0	824
SoyZH13_01G004700	SoyZH13_09G087000	3847.I1JU90	3847.C6SVR2	567	517	0	781
SoyZH13_01G004700	SoyZH13_11G138000	3847.C6TEF1	3847.C6SVR2	905	0	0	905
SoyZH13_01G004700	SoyZH13_13G200100	3847.C6SVR2	3847.A0A0R0H271	455	409	209	722
SoyZH13_01G004700	SoyZH13_13G317900	3847.C6SVR2	3847.A0A0R0H8Q8	455	409	209	722
SoyZH13_01G004700	SoyZH13_14G057200	3847.C6SW44	3847.C6SVR2	455	428	186	724
SoyZH13_01G004700	SoyZH13_14G142900	3847.K7M771	3847.C6SVR2	905	0	0	905
SoyZH13_01G004700	SoyZH13_15G027900	3847.C6SVR2	3847.A0A0R0H8Q8	455	409	209	722
SoyZH13_01G004700	SoyZH13_15G049600	3847.I1K2S3	3847.C6SVR2	663	500	0	824
SoyZH13_01G004700	SoyZH13_15G086800	3847.C6SVR2	3847.C6SWA8	455	409	209	722
SoyZH13_01G004700	SoyZH13_15G138300	3847.C6SVR2	3847.A0A0R0G9Z5	567	522	0	784
SoyZH13_01G004700	SoyZH13_17G030800	3847.C6SVR2	3847.I1MRP4	567	522	0	784
SoyZH13_01G005000	SoyZH13_03G147600	3847.I1JP52	3847.I1J4E1	195	687	207	782
SoyZH13_01G005000	SoyZH13_03G204700	3847.I1JQY0	3847.I1J4E1	70	737	447	852
SoyZH13_01G005000	SoyZH13_04G187300	3847.I1JXZ5	3847.I1J4E1	395	764	460	916
SoyZH13_01G005000	SoyZH13_06G149300	3847.I1J4E1	3847.I1KBM3	395	764	460	916
SoyZH13_01G005000	SoyZH13_06G198800	3847.I1KD82	3847.I1J4E1	395	720	388	887
SoyZH13_01G005000	SoyZH13_07G176700	3847.I1J4E1	3847.I1KLE1	0	543	460	742
SoyZH13_01G005000	SoyZH13_08G055400	3847.I1KQP3	3847.I1J4E1	0	543	460	742
SoyZH13_01G005000	SoyZH13_09G064900	3847.I1J4E1	3847.I1L1N3	195	687	207	782
SoyZH13_01G005000	SoyZH13_09G078600	3847.I1L219	3847.I1J4E1	195	687	207	782
SoyZH13_01G005000	SoyZH13_10G246700	3847.I1J4E1	3847.I1LEN7	411	900	388	960
SoyZH13_01G005000	SoyZH13_11G165400	3847.I1LL05	3847.I1J4E1	395	720	388	887
SoyZH13_01G005000	SoyZH13_12G024500	3847.I1LPI0	3847.I1J4E1	0	542	416	721
SoyZH13_01G005000	SoyZH13_12G073402	3847.C6TD23	3847.I1J4E1	395	720	388	887
SoyZH13_01G005000	SoyZH13_13G090200	3847.I1J4E1	3847.A0A0R0GLI8	195	687	207	782
SoyZH13_01G005000	SoyZH13_13G324200	3847.I1J4E1	3847.I1M5E2	568	550	505	895
SoyZH13_01G005000	SoyZH13_15G166300	3847.K7MC09	3847.I1J4E1	195	687	207	782
SoyZH13_01G005000	SoyZH13_15G181000	3847.I1J4E1	3847.I1MHS1	195	687	207	782
SoyZH13_01G005000	SoyZH13_17G049500	3847.I1MSC6	3847.I1J4E1	195	687	207	782
SoyZH13_01G005000	SoyZH13_19G208300	3847.K7MZN4	3847.I1J4E1	70	943	447	967
SoyZH13_01G005000	SoyZH13_20G110900	3847.A0A0R0EKG7	3847.I1J4E1	411	900	388	960
SoyZH13_01G005100	SoyZH13_01G075400	3847.I1J4E4	3847.I1J6M0	847	634	572	973
SoyZH13_01G005100	SoyZH13_08G247500	3847.I1J4E4	3847.I1KWU1	847	634	572	973
SoyZH13_01G006400	SoyZH13_02G085500	3847.I1J4G4	3847.C6TJ78	73	120	749	777
SoyZH13_01G006400	SoyZH13_02G159100	3847.I1J4G4	3847.I1JG11	73	120	749	777
SoyZH13_01G006400	SoyZH13_05G001000	3847.I1J4G4	3847.C6TAA6	73	120	749	777
SoyZH13_01G006400	SoyZH13_05G176300	3847.I1J4G4	3847.I1K4W1	73	120	749	777
SoyZH13_01G006400	SoyZH13_08G140000	3847.I1J4G4	3847.I1K4W1	73	120	749	777
SoyZH13_01G006400	SoyZH13_09G101300	3847.I1J4G4	3847.K7LD67	73	120	749	777
SoyZH13_01G006400	SoyZH13_11G135100	3847.I1J4G4	3847.I1LK30	73	120	749	777
SoyZH13_01G006400	SoyZH13_13G308100	3847.I1J4G4	3847.I1M4W2	73	120	749	777
SoyZH13_01G006400	SoyZH13_15G037800	3847.I1J4G4	3847.I1MDF8	73	120	749	777
SoyZH13_01G006400	SoyZH13_18G258900	3847.I1N570	3847.I1J4G4	73	120	749	777
SoyZH13_01G006600	SoyZH13_01G006800	3847.I1J4G8	3847.I1J4G6	0	900	0	900
SoyZH13_01G006600	SoyZH13_07G117600	3847.I1KJR2	3847.I1J4G6	0	900	0	900
SoyZH13_01G006600	SoyZH13_11G091700	3847.I1J4G6	3847.I1LIK8	387	253	443	722
SoyZH13_01G006600	SoyZH13_12G020200	3847.I1J4G6	3847.I1LPC3	387	253	443	722
SoyZH13_01G006800	SoyZH13_07G117600	3847.I1KJR2	3847.I1J4G8	0	900	0	900
SoyZH13_01G006800	SoyZH13_11G091700	3847.I1J4G8	3847.I1LIK8	387	253	443	722
SoyZH13_01G006800	SoyZH13_12G020200	3847.I1J4G8	3847.I1LPC3	387	253	443	722
SoyZH13_01G006900	SoyZH13_01G029500	3847.A0A0R0L5R6	3847.A0A0R0L4N1	533	764	442	933
SoyZH13_01G006900	SoyZH13_01G198200	3847.A0A0R0L4N1	3847.I1JA29	152	585	401	770
SoyZH13_01G006900	SoyZH13_01G210300	3847.K7K5C7	3847.A0A0R0L4N1	475	500	0	726
SoyZH13_01G006900	SoyZH13_02G155800	3847.C6SXH0	3847.A0A0R0L4N1	527	764	0	883
SoyZH13_01G006900	SoyZH13_02G166300	3847.A0A0R0L4N1	3847.A0A0R0L5S8	265	351	448	713
SoyZH13_01G006900	SoyZH13_03G115000	3847.A0A0R0L4N1	3847.I1JN69	469	453	358	797
SoyZH13_01G006900	SoyZH13_04G089100	3847.I1JV73	3847.A0A0R0L4N1	533	764	442	933
SoyZH13_01G006900	SoyZH13_04G124600	3847.K7KK93	3847.A0A0R0L4N1	469	453	358	797
SoyZH13_01G006900	SoyZH13_07G040200	3847.A0A0R0IYZ9	3847.A0A0R0L4N1	570	780	488	947
SoyZH13_01G006900	SoyZH13_07G078800	3847.C6SVA4	3847.A0A0R0L4N1	469	738	396	908
SoyZH13_01G006900	SoyZH13_08G142800	3847.I1KTI0	3847.A0A0R0L4N1	527	764	0	883
SoyZH13_01G006900	SoyZH13_08G313200	3847.A0A0R0L4N1	3847.I1KYM4	570	781	471	945
SoyZH13_01G006900	SoyZH13_09G003200	3847.A0A0R0L4N1	3847.K7LB36	500	477	198	771
SoyZH13_01G006900	SoyZH13_09G044000	3847.I1L113	3847.A0A0R0L4N1	265	351	448	713
SoyZH13_01G006900	SoyZH13_09G083200	3847.A0A0R0L4N1	3847.I1L271	570	780	488	947
SoyZH13_01G006900	SoyZH13_09G094300	3847.A0A0R0L4N1	3847.C6T3F2	527	764	0	883
SoyZH13_01G006900	SoyZH13_09G174000	3847.C6SXZ4	3847.A0A0R0L4N1	469	738	396	908
SoyZH13_01G006900	SoyZH13_09G206400	3847.I1L5M8	3847.A0A0R0L4N1	388	390	393	753
SoyZH13_01G006900	SoyZH13_09G208200	3847.I1L5P6	3847.A0A0R0L4N1	533	762	314	917
SoyZH13_01G006900	SoyZH13_10G042000	3847.A0A0R0L4N1	3847.K7LHE5	500	477	198	771
SoyZH13_01G006900	SoyZH13_10G089500	3847.I1L9X1	3847.A0A0R0L4N1	265	351	448	713
SoyZH13_01G006900	SoyZH13_10G090500	3847.A0A0R0L4N1	3847.A0A0R0HZE1	500	477	198	771
SoyZH13_01G006900	SoyZH13_10G189200	3847.A0A0R0L4N1	3847.K7LKJ3	475	500	0	726
SoyZH13_01G006900	SoyZH13_10G216700	3847.K7LL22	3847.A0A0R0L4N1	570	780	482	946
SoyZH13_01G006900	SoyZH13_10G219900	3847.A0A0R0L4N1	3847.I1LDU4	659	821	500	966
SoyZH13_01G006900	SoyZH13_11G009200	3847.A0A0R0L4N1	3847.I1LFY7	797	883	189	979
SoyZH13_01G006900	SoyZH13_11G010100	3847.A0A0R0L4N1	3847.K7LMF8	475	500	0	726
SoyZH13_01G006900	SoyZH13_11G025900	3847.A0A0R0L4N1	3847.K7LMQ8	152	585	401	770
SoyZH13_01G006900	SoyZH13_11G177200	3847.A0A0R0L4N1	3847.A0A0R0HR65	469	453	358	797
SoyZH13_01G006900	SoyZH13_11G215300	3847.A0A0R0L4N1	3847.K7LRI2	395	713	0	818
SoyZH13_01G006900	SoyZH13_12G006300	3847.I1LNT8	3847.A0A0R0L4N1	533	762	314	917
SoyZH13_01G006900	SoyZH13_13G090800	3847.K7LYZ8	3847.A0A0R0L4N1	533	762	314	917
SoyZH13_01G006900	SoyZH13_13G175400	3847.A0A0R0GY74	3847.A0A0R0L4N1	392	585	503	863
SoyZH13_01G006900	SoyZH13_15G147000	3847.C6T5G1	3847.A0A0R0L4N1	265	351	448	713
SoyZH13_01G006900	SoyZH13_15G158100	3847.A0A0R0L4N1	3847.I1MH26	436	446	246	743
SoyZH13_01G006900	SoyZH13_15G220100	3847.A0A0R0G598	3847.A0A0R0L4N1	392	585	503	863
SoyZH13_01G006900	SoyZH13_15G248000	3847.I1MJJ9	3847.A0A0R0L4N1	527	764	0	883
SoyZH13_01G006900	SoyZH13_17G048900	3847.I1MSB8	3847.A0A0R0L4N1	533	762	314	917
SoyZH13_01G006900	SoyZH13_18G071800	3847.A0A0R0L4N1	3847.I1N089	570	781	471	945
SoyZH13_01G006900	SoyZH13_18G155900	3847.A0A0R0L4N1	3847.I1N2G1	659	821	505	967
SoyZH13_01G006900	SoyZH13_18G218200	3847.C6T3P4	3847.A0A0R0L4N1	395	402	245	702
SoyZH13_01G006900	SoyZH13_19G041300	3847.A0A0R0L4N1	3847.I1N6N9	659	780	465	956
SoyZH13_01G006900	SoyZH13_19G116700	3847.A0A0R0L4N1	3847.A0A0R0EV52	469	453	358	797
SoyZH13_01G006900	SoyZH13_20G142600	3847.I1NGQ5	3847.A0A0R0L4N1	659	821	500	966
SoyZH13_01G006900	SoyZH13_20G144300	3847.A0A0R0L4N1	3847.I1NGS5	570	780	482	946
SoyZH13_01G006900	SoyZH13_20G146000	3847.A0A0R0L4N1	3847.A0A368UHH6	570	780	482	946
SoyZH13_01G006900	SoyZH13_20G170900	3847.A0A0R0L4N1	3847.A0A0R0EMU9	475	500	0	726
SoyZH13_01G007000	SoyZH13_04G088700	3847.I1J4H2	3847.I1JV67	578	791	500	952
SoyZH13_01G007000	SoyZH13_04G124100	3847.I1J4H2	3847.I1JWG4	742	883	547	985
SoyZH13_01G007000	SoyZH13_05G143800	3847.I1K3U5	3847.I1J4H2	507	626	505	900
SoyZH13_01G007000	SoyZH13_06G091200	3847.I1J4H2	3847.I1K9Q4	578	791	500	952
SoyZH13_01G007000	SoyZH13_07G117400	3847.I1KJQ8	3847.I1J4H2	0	900	0	900
SoyZH13_01G007000	SoyZH13_08G106500	3847.I1J4H2	3847.I1KS96	507	626	505	900
SoyZH13_01G007000	SoyZH13_11G176600	3847.I1J4H2	3847.I1LLC2	742	883	547	985
SoyZH13_01G007300	SoyZH13_07G225800	3847.C6T595	3847.I1MRP4	440	420	191	714
SoyZH13_01G007300	SoyZH13_08G072100	3847.C6T595	3847.I1K2S3	551	490	0	761
SoyZH13_01G007300	SoyZH13_08G173100	3847.C6T595	3847.I1K2S3	551	490	0	761
SoyZH13_01G007300	SoyZH13_15G049600	3847.C6T595	3847.I1K2S3	551	490	0	761
SoyZH13_01G007300	SoyZH13_15G138300	3847.C6T595	3847.A0A0R0G9Z5	440	420	191	714
SoyZH13_01G007300	SoyZH13_17G030800	3847.C6T595	3847.I1MRP4	440	420	191	714
SoyZH13_01G008000	SoyZH13_02G276600	3847.I1JJI9	3847.I1J4I7	153	688	357	815
SoyZH13_01G008000	SoyZH13_05G083600	3847.I1K215	3847.I1J4I7	0	575	382	726
SoyZH13_01G008000	SoyZH13_08G309500	3847.A0A0R0IZ94	3847.I1J4I7	153	688	357	815
SoyZH13_01G008000	SoyZH13_10G048200	3847.A0A0R0HUM3	3847.I1J4I7	0	575	382	726
SoyZH13_01G008000	SoyZH13_10G146900	3847.I1J4I7	3847.I1LBK4	172	674	307	796
SoyZH13_01G008000	SoyZH13_10G160000	3847.I1J4I7	3847.I1LC01	64	688	442	822
SoyZH13_01G008000	SoyZH13_13G118600	3847.C6T2E9	3847.I1J4I7	0	575	382	726
SoyZH13_01G008000	SoyZH13_13G319700	3847.I1M595	3847.I1J4I7	172	674	307	796
SoyZH13_01G008000	SoyZH13_14G013500	3847.A0A0R0G7K6	3847.I1J4I7	153	688	357	815
SoyZH13_01G008000	SoyZH13_15G025900	3847.I1MD23	3847.I1J4I7	172	674	307	796
SoyZH13_01G008000	SoyZH13_17G176500	3847.I1J4I7	3847.I1MW51	0	575	382	726
SoyZH13_01G008000	SoyZH13_20G201100	3847.C6TAF0	3847.I1J4I7	64	688	442	822
SoyZH13_01G008000	SoyZH13_20G208700	3847.I1NIP2	3847.I1J4I7	172	674	307	796
SoyZH13_01G008100	SoyZH13_01G143700	3847.I1J8E3	3847.K7K149	0	900	0	900
SoyZH13_01G008100	SoyZH13_04G165800	3847.I1JXB2	3847.K7K149	0	900	0	900
SoyZH13_01G008100	SoyZH13_06G170200	3847.I1KCC0	3847.K7K149	0	900	0	900
SoyZH13_01G008100	SoyZH13_10G138400	3847.I1LBA8	3847.K7K149	0	900	0	900
SoyZH13_01G008100	SoyZH13_11G081400	3847.A0A0R0HEG0	3847.K7K149	0	900	0	900
SoyZH13_01G008100	SoyZH13_19G220000	3847.K7MZX8	3847.K7K149	0	900	0	900
SoyZH13_01G008100	SoyZH13_20G219400	3847.K7N598	3847.K7K149	0	900	0	900
SoyZH13_01G009100	SoyZH13_02G051100	3847.I1J4K1	3847.K7K6K8	455	554	0	746
SoyZH13_01G009100	SoyZH13_04G075100	3847.I1JUR5	3847.I1J4K1	751	756	0	936
SoyZH13_01G009100	SoyZH13_04G150000	3847.I1J4K1	3847.C6TFG9	751	0	0	751
SoyZH13_01G009100	SoyZH13_04G205000	3847.I1J4K1	3847.I1JYI1	751	0	0	751
SoyZH13_01G009100	SoyZH13_05G081900	3847.I1J4K1	3847.I1K1R5	751	0	0	751
SoyZH13_01G009100	SoyZH13_05G220800	3847.I1J4K1	3847.K7KRK2	579	517	0	787
SoyZH13_01G009100	SoyZH13_06G002100	3847.I1K6W9	3847.I1J4K1	578	82	355	728
SoyZH13_01G009100	SoyZH13_06G076400	3847.I1J4K1	3847.A0A368UJ29	751	756	0	936
SoyZH13_01G009100	SoyZH13_06G095700	3847.I1J4K1	3847.I1K9V2	751	110	0	768
SoyZH13_01G009100	SoyZH13_06G131300	3847.I1KB15	3847.I1J4K1	751	0	0	751
SoyZH13_01G009100	SoyZH13_06G182300	3847.C6T0Z6	3847.I1J4K1	751	0	0	751
SoyZH13_01G009100	SoyZH13_07G025300	3847.I1KGW6	3847.I1J4K1	533	508	0	760
SoyZH13_01G009100	SoyZH13_07G066900	3847.I1KIB3	3847.I1J4K1	579	554	0	804
SoyZH13_01G009100	SoyZH13_07G091900	3847.K7L0P8	3847.I1J4K1	579	554	0	804
