gene1	gene2	protein1	protein2	experimental	database	textmining	combined_score
SoyZH13_03G141300	SoyZH13_10G030500	3847.K7LH46	3847.A0A0R0KJM2	0	900	0	900
SoyZH13_03G141400	SoyZH13_05G125200	3847.I1K3A4	3847.A0A0R0KK01	554	0	503	768
SoyZH13_03G141400	SoyZH13_09G102200	3847.A0A0R0KK01	3847.K7LD75	491	81	444	717
SoyZH13_03G141600	SoyZH13_07G036400	3847.I1KHA5	3847.I1JNY5	433	209	396	705
SoyZH13_03G141600	SoyZH13_07G220600	3847.C6T507	3847.I1JNY5	500	477	433	838
SoyZH13_03G141600	SoyZH13_09G012100	3847.I1JNY5	3847.K7LB83	412	416	408	778
SoyZH13_03G141600	SoyZH13_10G059000	3847.I1L934	3847.I1JNY5	396	312	356	709
SoyZH13_03G141600	SoyZH13_10G067000	3847.I1L9B8	3847.I1JNY5	433	209	396	705
SoyZH13_03G141600	SoyZH13_11G074700	3847.I1JNY5	3847.I1LI15	500	476	433	838
SoyZH13_03G141600	SoyZH13_11G108300	3847.I1LJ67	3847.I1JNY5	401	238	400	702
SoyZH13_03G141600	SoyZH13_11G181300	3847.I1JNY5	3847.I1K2Q5	566	529	456	879
SoyZH13_03G141600	SoyZH13_13G135100	3847.I1LZI7	3847.I1JNY5	433	209	396	705
SoyZH13_03G141600	SoyZH13_13G144900	3847.I1JNY5	3847.I1LZT3	414	434	250	729
SoyZH13_03G141600	SoyZH13_14G104100	3847.I1M9E2	3847.I1JNY5	414	434	250	729
SoyZH13_03G141600	SoyZH13_15G112300	3847.I1MFQ5	3847.I1JNY5	412	416	408	778
SoyZH13_03G141600	SoyZH13_16G005800	3847.A0A0R0FJI2	3847.I1JNY5	433	209	396	705
SoyZH13_03G141600	SoyZH13_16G063400	3847.A0A368UH03	3847.I1JNY5	401	238	400	702
SoyZH13_03G141600	SoyZH13_17G035700	3847.I1JNY5	3847.C6SYR1	500	477	433	838
SoyZH13_03G141600	SoyZH13_17G105400	3847.I1MU32	3847.I1JNY5	414	434	250	729
SoyZH13_03G141600	SoyZH13_17G192300	3847.K7MMV2	3847.I1JNY5	396	312	356	709
SoyZH13_03G141600	SoyZH13_17G206600	3847.I1MWZ8	3847.I1JNY5	414	434	250	729
SoyZH13_03G141600	SoyZH13_17G215100	3847.I1MX83	3847.I1JNY5	396	312	356	709
SoyZH13_03G141600	SoyZH13_18G053100	3847.I1JNY5	3847.I1MZR9	566	529	456	879
SoyZH13_03G141600	SoyZH13_19G050600	3847.I1JNY5	3847.I1N6Z0	401	238	400	702
SoyZH13_03G141600	SoyZH13_19G157600	3847.I1JNY5	3847.A0A0R0EX12	396	312	356	709
SoyZH13_03G141700	SoyZH13_08G294900	3847.I1JFS9	3847.I1JNY7	533	959	460	988
SoyZH13_03G141700	SoyZH13_11G003300	3847.I1LFR5	3847.I1JNY7	533	959	498	989
SoyZH13_03G141700	SoyZH13_13G036800	3847.I1LWZ0	3847.I1JNY7	533	959	460	988
SoyZH13_03G141700	SoyZH13_14G048500	3847.I1JNY7	3847.I1M7M5	0	691	531	848
SoyZH13_03G141700	SoyZH13_18G093100	3847.I1N0T6	3847.I1JNY7	533	959	460	988
SoyZH13_03G141700	SoyZH13_19G038400	3847.A0A0R0EUP5	3847.I1JNY7	533	610	460	893
SoyZH13_03G141700	SoyZH13_19G145400	3847.I1JNY7	3847.I1N9L7	0	900	0	900
SoyZH13_03G144300	SoyZH13_05G112600	3847.K7KPU4	3847.I1JP17	395	508	448	821
SoyZH13_03G144300	SoyZH13_07G024000	3847.I1JP17	3847.I1KGV3	391	410	357	748
SoyZH13_03G144300	SoyZH13_08G073900	3847.I1JP17	3847.I1KR84	395	508	448	821
SoyZH13_03G144300	SoyZH13_08G207000	3847.I1JP17	3847.I1KVK0	391	410	357	748
SoyZH13_03G144300	SoyZH13_08G287300	3847.I1KXX2	3847.I1JP17	395	453	416	789
SoyZH13_03G144300	SoyZH13_09G089200	3847.I1L2D3	3847.I1JP17	440	508	460	838
SoyZH13_03G144300	SoyZH13_13G117800	3847.C6SVB1	3847.I1JP17	440	508	460	838
SoyZH13_03G144300	SoyZH13_18G103600	3847.I1N120	3847.I1JP17	395	453	416	789
SoyZH13_03G147600	SoyZH13_03G204700	3847.I1JP52	3847.I1JQY0	0	713	321	796
SoyZH13_03G147600	SoyZH13_04G187300	3847.I1JXZ5	3847.I1JP52	151	715	324	822
SoyZH13_03G147600	SoyZH13_05G209801	3847.I1JP52	3847.I1K620	195	687	207	782
SoyZH13_03G147600	SoyZH13_06G149300	3847.I1KBM3	3847.I1JP52	151	715	324	822
SoyZH13_03G147600	SoyZH13_06G198800	3847.I1JP52	3847.I1KD82	264	705	241	821
SoyZH13_03G147600	SoyZH13_07G119000	3847.I1KJT1	3847.I1JP52	195	687	207	782
SoyZH13_03G147600	SoyZH13_07G119300	3847.I1KJT5	3847.I1JP52	195	687	207	782
SoyZH13_03G147600	SoyZH13_08G029900	3847.I1KPU4	3847.I1JP52	195	687	207	782
SoyZH13_03G147600	SoyZH13_11G165400	3847.I1LL05	3847.I1JP52	264	705	241	821
SoyZH13_03G147600	SoyZH13_12G073402	3847.C6TD23	3847.I1JP52	264	705	241	821
SoyZH13_03G147600	SoyZH13_13G324200	3847.I1JP52	3847.I1M5E2	395	901	425	962
SoyZH13_03G147600	SoyZH13_17G042200	3847.I1MS22	3847.I1JP52	0	705	0	705
SoyZH13_03G147600	SoyZH13_19G208300	3847.I1JP52	3847.K7MZN4	0	713	321	796
SoyZH13_03G149500	SoyZH13_11G138000	3847.I1JP67	3847.C6TEF1	765	0	0	765
SoyZH13_03G149500	SoyZH13_14G142900	3847.K7M771	3847.I1JP67	765	0	0	765
SoyZH13_03G149700	SoyZH13_11G138000	3847.C6T0H9	3847.C6TEF1	765	0	0	765
SoyZH13_03G149700	SoyZH13_14G142900	3847.C6T0H9	3847.K7M771	765	0	0	765
SoyZH13_03G150000	SoyZH13_03G177600	3847.K7KFI9	3847.C6SVH9	395	540	0	709
SoyZH13_03G150000	SoyZH13_05G173600	3847.K7KFI9	3847.C6SWW8	395	540	0	709
SoyZH13_03G150000	SoyZH13_09G202100	3847.K7KFI9	3847.I1L5H8	393	540	459	835
SoyZH13_03G150000	SoyZH13_09G225500	3847.K7KFI9	3847.I1L690	393	540	459	835
SoyZH13_03G150000	SoyZH13_10G236400	3847.K7KFI9	3847.K7LLE8	258	540	407	779
SoyZH13_03G150000	SoyZH13_11G065700	3847.K7KFI9	3847.I1LHR1	394	540	396	816
SoyZH13_03G150000	SoyZH13_12G012800	3847.K7KFI9	3847.I1LP18	393	540	459	835
SoyZH13_03G150000	SoyZH13_14G023500	3847.K7KFI9	3847.I1M6U9	446	540	0	734
SoyZH13_03G150000	SoyZH13_17G060700	3847.I1MSQ9	3847.K7KFI9	428	540	0	725
SoyZH13_03G150000	SoyZH13_17G222900	3847.I1MXF9	3847.K7KFI9	258	540	407	779
SoyZH13_03G150000	SoyZH13_18G215700	3847.K7KFI9	3847.C6T9S5	393	540	459	835
SoyZH13_03G150000	SoyZH13_18G253700	3847.K7KFI9	3847.C6TN35	395	540	0	709
SoyZH13_03G150000	SoyZH13_19G139800	3847.K7KFI9	3847.I1N9G0	395	540	0	709
SoyZH13_03G150000	SoyZH13_19G182000	3847.K7KFI9	3847.C6SVH9	395	540	0	709
SoyZH13_03G150000	SoyZH13_20G074600	3847.K7KFI9	3847.C6SYQ7	428	540	0	725
SoyZH13_03G151900	SoyZH13_04G143200	3847.I1JP99	3847.I1JWP9	532	562	460	879
SoyZH13_03G151900	SoyZH13_04G217000	3847.I1JP99	3847.I1JYX6	275	540	240	724
SoyZH13_03G151900	SoyZH13_06G117500	3847.K7KUN4	3847.I1JP99	275	540	240	724
SoyZH13_03G151900	SoyZH13_07G014400	3847.I1JP99	3847.I1KGI6	533	685	0	846
SoyZH13_03G151900	SoyZH13_08G192000	3847.I1KV19	3847.I1JP99	533	685	0	846
SoyZH13_03G151900	SoyZH13_09G065300	3847.I1L1N9	3847.I1JP99	533	685	460	913
SoyZH13_03G151900	SoyZH13_11G007400	3847.I1LFW0	3847.I1JP99	659	707	505	946
SoyZH13_03G151900	SoyZH13_11G210000	3847.I1JP99	3847.I1LM70	401	540	0	712
SoyZH13_03G151900	SoyZH13_11G210100	3847.I1LM72	3847.I1JP99	401	540	0	712
SoyZH13_03G151900	SoyZH13_13G050700	3847.I1JP99	3847.A0A0R0GIZ5	406	540	0	715
SoyZH13_03G151900	SoyZH13_13G089000	3847.I1JP99	3847.I1LY25	61	550	393	721
SoyZH13_03G151900	SoyZH13_15G169300	3847.I1MHE8	3847.I1JP99	533	685	460	913
SoyZH13_03G151900	SoyZH13_17G000700	3847.C6T0C5	3847.I1JP99	470	540	0	745
SoyZH13_03G151900	SoyZH13_17G050700	3847.I1JP99	3847.I1MSD9	61	550	393	721
SoyZH13_03G151900	SoyZH13_19G111000	3847.I1N8M6	3847.I1JP99	395	540	0	709
SoyZH13_03G151900	SoyZH13_20G102500	3847.I1NFI4	3847.I1JP99	275	540	240	724
SoyZH13_03G153800	SoyZH13_03G223600	3847.A0A0R4J302	3847.I1JRK8	500	430	253	768
SoyZH13_03G153800	SoyZH13_03G241700	3847.A0A0R4J302	3847.I1JS66	395	708	307	866
SoyZH13_03G153800	SoyZH13_04G020500	3847.A0A0R4J302	3847.I1JT00	409	709	252	860
SoyZH13_03G153800	SoyZH13_04G027900	3847.A0A0R4J305	3847.A0A0R4J302	263	675	192	789
SoyZH13_03G153800	SoyZH13_04G072800	3847.A0A0R4J302	3847.A0A0R4J321	500	448	0	712
SoyZH13_03G153800	SoyZH13_04G073500	3847.I1JUQ0	3847.A0A0R4J302	409	716	357	882
SoyZH13_03G153800	SoyZH13_04G194000	3847.I1JY67	3847.A0A0R4J302	395	711	318	870
SoyZH13_03G153800	SoyZH13_05G043100	3847.A0A0R4J302	3847.A0A0R0JQT3	409	398	357	751
SoyZH13_03G153800	SoyZH13_05G043500	3847.A0A0R0JQT2	3847.A0A0R4J302	409	398	357	751
SoyZH13_03G153800	SoyZH13_05G074900	3847.A0A0R0JZ49	3847.A0A0R4J302	409	711	357	880
SoyZH13_03G153800	SoyZH13_05G075800	3847.A0A0R4J302	3847.I1K1X5	500	430	253	768
SoyZH13_03G153800	SoyZH13_05G083500	3847.A0A0R0JSG2	3847.A0A0R4J302	409	711	357	880
SoyZH13_03G153800	SoyZH13_05G116500	3847.A0A0R4J302	3847.I1K2Z9	503	675	445	902
SoyZH13_03G153800	SoyZH13_05G174200	3847.A0A0R4J302	3847.I1K4U3	395	711	318	870
SoyZH13_03G153800	SoyZH13_05G206600	3847.I1K657	3847.A0A0R4J302	497	750	445	924
SoyZH13_03G153800	SoyZH13_05G226800	3847.I1K5H2	3847.A0A0R4J302	448	716	397	897
SoyZH13_03G153800	SoyZH13_06G008700	3847.I1K743	3847.A0A0R4J302	263	675	192	789
SoyZH13_03G153800	SoyZH13_06G020200	3847.A0A0R4J302	3847.I1K7H0	409	709	252	860
SoyZH13_03G153800	SoyZH13_06G073800	3847.A0A0R4J302	3847.I1K964	500	448	0	712
SoyZH13_03G153800	SoyZH13_06G074600	3847.I1K970	3847.A0A0R4J302	409	716	357	882
SoyZH13_03G153800	SoyZH13_06G142200	3847.A0A0R4J302	3847.A0A0R0JH35	395	711	318	870
SoyZH13_03G153800	SoyZH13_06G218200	3847.A0A0R4J302	3847.I1KDR0	403	390	388	757
SoyZH13_03G153800	SoyZH13_06G262700	3847.I1KEY6	3847.A0A0R4J302	409	711	357	880
SoyZH13_03G153800	SoyZH13_07G002000	3847.C6TE07	3847.A0A0R4J302	448	723	356	892
SoyZH13_03G153800	SoyZH13_07G045000	3847.A0A0R4J302	3847.A0A0R4J3N1	395	708	307	866
SoyZH13_03G153800	SoyZH13_08G026000	3847.A0A0R4J302	3847.I1KPP8	497	750	445	924
SoyZH13_03G153800	SoyZH13_08G046400	3847.A0A0R4J302	3847.I1KQE8	448	716	397	897
SoyZH13_03G153800	SoyZH13_08G077900	3847.I1KRD4	3847.A0A0R4J302	503	675	445	902
SoyZH13_03G153800	SoyZH13_08G138600	3847.I1KTD4	3847.A0A0R4J302	395	711	318	870
SoyZH13_03G153800	SoyZH13_08G173800	3847.A0A0R0INQ5	3847.A0A0R4J302	395	711	318	870
SoyZH13_03G153800	SoyZH13_08G213300	3847.A0A0R4J302	3847.A0A0R4J3Y6	448	723	356	892
SoyZH13_03G153800	SoyZH13_08G270200	3847.I1KXF0	3847.A0A0R4J302	443	399	357	765
SoyZH13_03G153800	SoyZH13_09G144900	3847.A0A0R4J302	3847.I1L3S2	409	398	234	703
SoyZH13_03G153800	SoyZH13_09G190700	3847.C6TJL2	3847.A0A0R4J302	503	727	445	917
SoyZH13_03G153800	SoyZH13_10G137600	3847.A0A0R4J302	3847.I1LBA2	394	706	293	863
SoyZH13_03G153800	SoyZH13_10G273200	3847.A0A0R4J302	3847.C6SW24	501	430	201	752
SoyZH13_03G153800	SoyZH13_11G075800	3847.I1LI24	3847.A0A0R4J302	409	711	357	880
SoyZH13_03G153800	SoyZH13_11G188400	3847.A0A368UHG8	3847.A0A0R4J302	263	675	192	789
SoyZH13_03G153800	SoyZH13_11G225300	3847.A0A0R4J302	3847.I1LMP2	448	605	397	857
SoyZH13_03G153800	SoyZH13_12G107300	3847.A0A0R4J302	3847.I1LS70	409	711	357	880
SoyZH13_03G153800	SoyZH13_12G143300	3847.A0A0R4J302	3847.K7LV61	403	390	388	757
SoyZH13_03G153800	SoyZH13_13G203100	3847.I1M1N6	3847.A0A0R4J302	395	706	319	868
SoyZH13_03G153800	SoyZH13_13G335300	3847.I1M5R8	3847.A0A0R4J302	395	388	319	725
SoyZH13_03G153800	SoyZH13_14G013900	3847.I1JJI4	3847.A0A0R4J302	500	454	0	715
SoyZH13_03G153800	SoyZH13_14G064600	3847.A0A0R0GHN2	3847.A0A0R4J302	263	675	192	789
SoyZH13_03G153800	SoyZH13_14G066400	3847.I1M8A5	3847.A0A0R4J302	409	398	234	703
SoyZH13_03G153800	SoyZH13_14G075000	3847.I1M8K6	3847.A0A0R4J302	395	706	319	868
SoyZH13_03G153800	SoyZH13_14G122800	3847.A0A0R0GJV8	3847.A0A0R4J302	409	716	357	882
SoyZH13_03G153800	SoyZH13_14G203700	3847.I1MC13	3847.A0A0R4J302	409	709	252	860
SoyZH13_03G153800	SoyZH13_15G010100	3847.C6T923	3847.A0A0R4J302	395	388	319	725
SoyZH13_03G153800	SoyZH13_15G084200	3847.I1MEX0	3847.A0A0R4J302	395	706	319	868
SoyZH13_03G153800	SoyZH13_16G014000	3847.A0A0R4J3N1	3847.A0A0R4J302	395	708	307	866
SoyZH13_03G153800	SoyZH13_16G053100	3847.A0A368UI19	3847.A0A0R4J302	395	708	307	866
SoyZH13_03G153800	SoyZH13_16G111900	3847.A0A0R4J302	3847.I1MN40	409	711	357	880
SoyZH13_03G153800	SoyZH13_17G122700	3847.A0A0R4J302	3847.A0A0R4J5N5	409	398	357	751
SoyZH13_03G153800	SoyZH13_17G239700	3847.I1MXX5	3847.A0A0R4J302	409	398	234	703
SoyZH13_03G153800	SoyZH13_17G241200	3847.I1MXZ0	3847.A0A0R4J302	263	675	192	789
SoyZH13_03G153800	SoyZH13_17G247700	3847.K7MP32	3847.A0A0R4J302	409	709	252	860
SoyZH13_03G153800	SoyZH13_18G029000	3847.I1MZ47	3847.A0A0R4J302	448	605	397	857
SoyZH13_03G153800	SoyZH13_18G050200	3847.A0A0R4J302	3847.A0A0R0EW30	448	636	329	853
SoyZH13_03G153800	SoyZH13_18G123700	3847.K7MS03	3847.A0A0R4J302	443	399	357	765
SoyZH13_03G153800	SoyZH13_19G063600	3847.A0A0R4J302	3847.I1N783	500	430	253	768
SoyZH13_03G153800	SoyZH13_19G227400	3847.A0A0R4J302	3847.I1NC65	500	430	253	768
SoyZH13_03G153800	SoyZH13_19G245800	3847.I1NCS8	3847.A0A0R4J302	395	708	307	866
SoyZH13_03G153800	SoyZH13_20G220100	3847.A0A0R0ERR0	3847.A0A0R4J302	394	706	293	863
SoyZH13_03G153800	SoyZH13_20G228900	3847.A0A0R4J302	3847.C6SY85	501	430	201	752
SoyZH13_03G155200	SoyZH13_03G160200	3847.I1L8S1	3847.I1JPD4	528	446	0	727
SoyZH13_03G155200	SoyZH13_03G186400	3847.I1JQD9	3847.I1JPD4	570	781	495	948
SoyZH13_03G155200	SoyZH13_03G187600	3847.C6SZ18	3847.I1JPD4	647	538	0	829
SoyZH13_03G155200	SoyZH13_04G010300	3847.I1JPD4	3847.C6SWX1	569	509	0	779
SoyZH13_03G155200	SoyZH13_04G055000	3847.I1JPD4	3847.K7KIC0	500	749	443	924
SoyZH13_03G155200	SoyZH13_04G075100	3847.I1JPD4	3847.I1JUR5	395	389	260	702
SoyZH13_03G155200	SoyZH13_04G076100	3847.I1JPD4	3847.I1JUS7	641	821	419	959
SoyZH13_03G155200	SoyZH13_04G118600	3847.I1JW21	3847.I1JPD4	529	415	0	712
SoyZH13_03G155200	SoyZH13_04G138000	3847.K7KK87	3847.I1JPD4	411	398	319	737
SoyZH13_03G155200	SoyZH13_05G001300	3847.I1K1P1	3847.I1JPD4	434	650	0	793
SoyZH13_03G155200	SoyZH13_05G092000	3847.I1JPD4	3847.A0A0R4J3A8	443	397	307	746
SoyZH13_03G155200	SoyZH13_05G224300	3847.I1K5K3	3847.I1JPD4	411	398	319	737
SoyZH13_03G155200	SoyZH13_05G226500	3847.I1JPD4	3847.C6T5U0	525	469	0	736
SoyZH13_03G155200	SoyZH13_05G230100	3847.I1K5D3	3847.I1JPD4	570	781	495	948
SoyZH13_03G155200	SoyZH13_06G009900	3847.I1JPD4	3847.I1K759	569	509	0	779
SoyZH13_03G155200	SoyZH13_06G076400	3847.I1JPD4	3847.A0A368UJ29	395	389	260	702
SoyZH13_03G155200	SoyZH13_06G108800	3847.I1KAA3	3847.I1JPD4	470	417	219	737
SoyZH13_03G155200	SoyZH13_06G138500	3847.I1JPD4	3847.C6SXR4	443	397	307	746
SoyZH13_03G155200	SoyZH13_06G208600	3847.I1KDG6	3847.I1JPD4	411	398	319	737
SoyZH13_03G155200	SoyZH13_06G275000	3847.I1JPD4	3847.A0A0R0JN76	410	650	0	784
SoyZH13_03G155200	SoyZH13_07G058100	3847.I1JPD4	3847.I1KI08	569	797	0	908
SoyZH13_03G155200	SoyZH13_07G066900	3847.I1JPD4	3847.I1KIB3	397	389	307	722
SoyZH13_03G155200	SoyZH13_07G101600	3847.I1KJQ5	3847.I1JPD4	500	749	443	924
SoyZH13_03G155200	SoyZH13_07G184100	3847.I1JPD4	3847.I1KLL8	411	398	319	737
SoyZH13_03G155200	SoyZH13_07G200300	3847.I1JPD4	3847.I1KM19	525	469	0	736
SoyZH13_03G155200	SoyZH13_08G045800	3847.I1JPD4	3847.I1KQE3	525	469	0	736
SoyZH13_03G155200	SoyZH13_08G050200	3847.I1JPD4	3847.I1KQJ6	570	781	495	948
SoyZH13_03G155200	SoyZH13_08G152500	3847.I1JPD4	3847.A0A0R0IR73	466	408	395	792
SoyZH13_03G155200	SoyZH13_08G163600	3847.I1KU39	3847.I1JPD4	500	656	0	820
SoyZH13_03G155200	SoyZH13_08G274200	3847.I1KXJ9	3847.I1JPD4	659	750	505	954
SoyZH13_03G155200	SoyZH13_08G298700	3847.K7LA44	3847.I1JPD4	410	650	0	784
SoyZH13_03G155200	SoyZH13_09G043100	3847.C6SYE0	3847.I1JPD4	569	509	0	779
SoyZH13_03G155200	SoyZH13_09G148500	3847.I1L3W4	3847.I1JPD4	529	764	0	884
SoyZH13_03G155200	SoyZH13_09G211600	3847.I1L5T1	3847.I1JPD4	570	781	495	948
SoyZH13_03G155200	SoyZH13_10G047800	3847.I1L8S1	3847.I1JPD4	528	446	0	727
SoyZH13_03G155200	SoyZH13_10G099200	3847.I1LA47	3847.I1JPD4	659	821	505	967
SoyZH13_03G155200	SoyZH13_10G128400	3847.I1LAW6	3847.I1JPD4	568	781	647	963
SoyZH13_03G155200	SoyZH13_10G226400	3847.I1LE22	3847.I1JPD4	470	417	219	737
SoyZH13_03G155200	SoyZH13_11G006000	3847.I1JPD4	3847.C6TLT3	470	417	219	737
SoyZH13_03G155200	SoyZH13_11G018800	3847.I1LGB1	3847.I1JPD4	411	398	319	737
SoyZH13_03G155200	SoyZH13_11G019400	3847.I1LGB7	3847.I1JPD4	411	398	319	737
SoyZH13_03G155200	SoyZH13_11G088400	3847.I1LIG5	3847.I1JPD4	789	0	0	789
SoyZH13_03G155200	SoyZH13_11G112400	3847.I1LJB4	3847.I1JPD4	569	509	0	779
SoyZH13_03G155200	SoyZH13_11G179600	3847.C6SVR8	3847.I1JPD4	529	415	0	712
SoyZH13_03G155200	SoyZH13_11G225500	3847.I1LMP4	3847.I1JPD4	514	764	460	932
SoyZH13_03G155200	SoyZH13_11G230100	3847.I1JPD4	3847.I1LMU3	659	658	246	904
SoyZH13_03G155200	SoyZH13_12G003300	3847.C6TL41	3847.I1JPD4	570	781	495	948
SoyZH13_03G155200	SoyZH13_12G038000	3847.I1JPD4	3847.C6SWX1	569	509	0	779
SoyZH13_03G155200	SoyZH13_12G092400	3847.C6TAW9	3847.I1JPD4	410	650	0	784
SoyZH13_03G155200	SoyZH13_12G120900	3847.C6SY38	3847.I1JPD4	410	650	0	784
SoyZH13_03G155200	SoyZH13_13G042000	3847.I1JPD4	3847.I1LWT5	568	781	647	963
SoyZH13_03G155200	SoyZH13_13G044100	3847.I1LWR7	3847.I1JPD4	529	415	0	712
SoyZH13_03G155200	SoyZH13_13G095600	3847.I1LYA4	3847.I1JPD4	658	821	107	940
SoyZH13_03G155200	SoyZH13_13G118300	3847.I1LZ09	3847.I1JPD4	528	446	0	727
SoyZH13_03G155200	SoyZH13_13G159600	3847.I1M091	3847.I1JPD4	411	398	319	737
SoyZH13_03G155200	SoyZH13_13G216500	3847.I1M228	3847.I1JPD4	650	821	505	966
SoyZH13_03G155200	SoyZH13_14G021200	3847.A0A0R0G8A4	3847.I1JPD4	410	650	0	784
SoyZH13_03G155200	SoyZH13_14G055900	3847.C6TIT4	3847.I1JPD4	514	764	460	932
SoyZH13_03G155200	SoyZH13_14G188600	3847.I1MBL6	3847.I1JPD4	657	650	503	935
SoyZH13_03G155200	SoyZH13_14G191700	3847.C6SWA5	3847.I1JPD4	443	397	307	746
SoyZH13_03G155200	SoyZH13_14G199000	3847.I1JPD4	3847.I1MC65	529	508	0	758
SoyZH13_03G155200	SoyZH13_15G072700	3847.I1JPD4	3847.I1MEK0	650	821	505	966
SoyZH13_03G155200	SoyZH13_15G142100	3847.C6SWG4	3847.I1JPD4	569	509	0	779
SoyZH13_03G155200	SoyZH13_15G236300	3847.C6TAN4	3847.I1JPD4	500	656	0	820
SoyZH13_03G155200	SoyZH13_15G245900	3847.I1JPD4	3847.A0A0R4J5B7	466	408	395	792
SoyZH13_03G155200	SoyZH13_16G011200	3847.A0A0R0FJR0	3847.I1JPD4	466	408	395	792
SoyZH13_03G155200	SoyZH13_16G191000	3847.I1JPD4	3847.I1MQJ5	529	764	0	884
SoyZH13_03G155200	SoyZH13_17G043900	3847.I1MS38	3847.I1JPD4	658	821	107	940
SoyZH13_03G155200	SoyZH13_17G159500	3847.A0A0R0FE22	3847.I1JPD4	443	397	307	746
SoyZH13_03G155200	SoyZH13_17G242800	3847.I1JPD4	3847.A0A0R0FIM1	529	508	0	758
SoyZH13_03G155200	SoyZH13_18G028700	3847.I1JPD4	3847.C6TC72	514	764	460	932
SoyZH13_03G155200	SoyZH13_18G119300	3847.I1N1D5	3847.I1JPD4	659	750	505	954
SoyZH13_03G155200	SoyZH13_18G252500	3847.I1N504	3847.I1JPD4	646	821	505	965
SoyZH13_03G155200	SoyZH13_18G260200	3847.I1N583	3847.I1JPD4	434	650	0	793
SoyZH13_03G155200	SoyZH13_19G001300	3847.I1JPD4	3847.I1N5M4	434	650	0	793
SoyZH13_03G155200	SoyZH13_19G026300	3847.C6T4Z6	3847.I1JPD4	529	415	0	712
SoyZH13_03G155200	SoyZH13_19G163900	3847.I1L8S1	3847.I1JPD4	528	446	0	727
SoyZH13_03G155200	SoyZH13_19G190500	3847.C6SZ18	3847.I1JPD4	647	538	0	829
SoyZH13_03G155200	SoyZH13_19G192200	3847.C6SZ18	3847.I1JPD4	647	538	0	829
SoyZH13_03G155200	SoyZH13_20G079200	3847.A0A0R0EK65	3847.I1JPD4	568	781	647	963
SoyZH13_03G155200	SoyZH13_20G136100	3847.I1JPD4	3847.C6TI64	470	417	219	737
SoyZH13_03G155600	SoyZH13_04G197000	3847.I1JPD8	3847.I1JY97	172	482	443	740
SoyZH13_03G155600	SoyZH13_06G139500	3847.I1JPD8	3847.I1KBA6	172	482	443	740
SoyZH13_03G155600	SoyZH13_09G204100	3847.K7LFH4	3847.I1JPD8	172	482	443	740
SoyZH13_03G155600	SoyZH13_09G222000	3847.I1JPD8	3847.I1L648	386	374	447	768
SoyZH13_03G155600	SoyZH13_10G142100	3847.I1LBE3	3847.I1JPD8	173	409	543	757
SoyZH13_03G155600	SoyZH13_10G225700	3847.A0A0R0I593	3847.I1JPD8	47	428	546	730
SoyZH13_03G155600	SoyZH13_11G037800	3847.K7LMX5	3847.I1JPD8	386	374	447	768
SoyZH13_03G155600	SoyZH13_11G038000	3847.I1JPD8	3847.I1LGV6	386	374	447	768
SoyZH13_03G155600	SoyZH13_11G173100	3847.I1JPD8	3847.I1LL89	666	480	571	918
SoyZH13_03G155600	SoyZH13_11G182100	3847.I1LLV5	3847.I1JPD8	172	482	443	740
SoyZH13_03G155600	SoyZH13_14G185800	3847.K7M865	3847.I1JPD8	172	482	443	740
SoyZH13_03G155600	SoyZH13_18G053700	3847.I1MZS6	3847.I1JPD8	172	482	443	740
SoyZH13_03G155600	SoyZH13_18G220000	3847.I1N445	3847.I1JPD8	386	374	447	768
SoyZH13_03G156300	SoyZH13_19G159400	3847.C6T990	3847.I1NA10	0	900	0	900
SoyZH13_03G156600	SoyZH13_08G072100	3847.A0A0R0KSI5	3847.I1K2S3	517	406	0	700
SoyZH13_03G156600	SoyZH13_08G173100	3847.A0A0R0KSI5	3847.I1K2S3	517	406	0	700
SoyZH13_03G156600	SoyZH13_11G138000	3847.C6TEF1	3847.A0A0R0KSI5	788	0	0	788
SoyZH13_03G156600	SoyZH13_14G142900	3847.K7M771	3847.A0A0R0KSI5	788	0	0	788
SoyZH13_03G156600	SoyZH13_15G049600	3847.A0A0R0KSI5	3847.I1K2S3	517	406	0	700
SoyZH13_03G156900	SoyZH13_07G044400	3847.I1JPF3	3847.I1KHJ6	169	626	142	710
SoyZH13_03G156900	SoyZH13_07G151200	3847.A0A0R0JES0	3847.I1JPF3	169	626	142	710
SoyZH13_03G156900	SoyZH13_10G191600	3847.I1LCX3	3847.I1JPF3	189	671	184	763
SoyZH13_03G156900	SoyZH13_10G200100	3847.K7LKS0	3847.I1JPF3	193	671	184	764
SoyZH13_03G156900	SoyZH13_16G013000	3847.I1JPF3	3847.A0A0R0FSS2	169	626	142	710
SoyZH13_03G156900	SoyZH13_20G160700	3847.I1JPF3	3847.I1NH98	193	671	184	764
SoyZH13_03G156900	SoyZH13_20G168400	3847.I1JPF3	3847.I1NHI4	189	671	184	763
SoyZH13_03G158600	SoyZH13_04G064300	3847.I1JUD5	3847.I1JPH2	452	452	445	818
SoyZH13_03G158600	SoyZH13_06G064700	3847.A0A0R0JKX7	3847.I1JPH2	452	452	445	818
SoyZH13_03G158600	SoyZH13_07G030200	3847.I1JPH2	3847.A0A0R0J4W7	452	452	445	818
SoyZH13_03G158600	SoyZH13_08G201500	3847.I1KVD4	3847.I1JPH2	452	452	445	818
